,Unnamed: 0,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,amount_oldbalanceOrg,orig_transaction_error,dest_transaction_error,orig_dest,transaction_duration
3699896,3699896,277,CASH_OUT,340500.47,C697435422,1367.0,0.0,C1870162662,0.0,340500.47,0,0,not equal,error,no error,C-C,less than a month
2814955,2814955,225,PAYMENT,46119.03,C2106609635,0.0,0.0,M544393498,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
2198290,2198290,185,CASH_IN,172634.25,C1449530787,10384.0,183018.25,C558879187,14775.0,0.0,0,0,not equal,error,error,C-C,less than a month
4967764,4967764,351,CASH_IN,36451.67,C447981523,793125.45,829577.12,C1821813449,483494.99,447043.32,0,0,not equal,error,error,C-C,less than a month
1383199,1383199,138,PAYMENT,15524.23,C208472592,85741.59,70217.36,M625837802,0.0,0.0,0,0,not equal,error,error,C-M,less than a week
4061383,4061383,300,CASH_OUT,12594.46,C692811750,1887.0,0.0,C1372950801,110071.04,122665.5,0,0,not equal,error,error,C-C,less than a month
1295400,1295400,136,PAYMENT,4050.0,C1234517971,0.0,0.0,M771118238,0.0,0.0,0,0,not equal,error,error,C-M,less than a week
6017593,6017593,451,CASH_OUT,136014.66,C644829709,52092.0,0.0,C329639787,0.0,136014.66,0,0,not equal,error,no error,C-C,less than a month
3229192,3229192,250,CASH_IN,40638.86,C589872613,46645.0,87283.86,C941500992,297846.14,0.0,0,0,not equal,error,error,C-C,less than a month
657552,657552,35,CASH_IN,176371.6,C242966860,3460954.29,3637325.89,C1779864511,674883.35,498511.75,0,0,not equal,error,error,C-C,less than a week
6286859,6286859,661,CASH_IN,353598.25,C2038715536,103913.0,457511.25,C233578312,7964094.01,7610495.76,0,0,not equal,error,error,C-C,less than a month
3157672,3157672,237,PAYMENT,2350.29,C374295730,0.0,0.0,M799787575,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
3192569,3192569,242,PAYMENT,884.82,C1701526510,22058.0,21173.18,M2080641303,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
1625906,1625906,157,CASH_OUT,150929.8,C433235865,0.0,0.0,C1584142236,1193484.82,1344414.61,0,0,not equal,error,error,C-C,less than a week
4397388,4397388,321,CASH_OUT,183170.92,C217702139,0.0,0.0,C1431941162,7831193.05,8014363.97,0,0,not equal,error,error,C-C,less than a month
3558196,3558196,260,CASH_OUT,211965.64,C1673594181,0.0,0.0,C342267618,3294837.95,3506803.59,0,0,not equal,error,error,C-C,less than a month
4987315,4987315,352,CASH_IN,204176.17,C887960389,6499377.86,6703554.03,C1802701412,254890.73,50714.56,0,0,not equal,error,error,C-C,less than a month
5822890,5822890,402,PAYMENT,1518.49,C2102456540,0.0,0.0,M611074619,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
19284,19284,8,CASH_OUT,32966.31,C1431401777,59607.0,26640.69,C1145835418,1450296.94,1236584.82,0,0,not equal,no error,error,C-C,less than one day
2079621,2079621,182,CASH_OUT,63991.6,C1232127811,341518.0,277526.4,C466858463,0.0,63991.6,0,0,not equal,error,no error,C-C,less than a month
2732043,2732043,212,PAYMENT,1085.07,C516475393,0.0,0.0,M1128117114,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
4511901,4511901,325,PAYMENT,676.08,C1061240725,197166.63,196490.55,M1463416002,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
6310471,6310471,686,TRANSFER,18493.41,C38955285,0.0,0.0,C226247641,258677.38,277170.79,0,0,not equal,error,error,C-C,less than a month
1062180,1062180,119,TRANSFER,165785.47,C1882077732,617.0,0.0,C1883240995,1952662.47,2118447.94,0,0,not equal,error,error,C-C,less than a week
133325,133325,11,CASH_OUT,120315.65,C118634887,58186.0,0.0,C2006594920,506665.22,626980.87,0,0,not equal,error,error,C-C,less than one day
5569777,5569777,393,PAYMENT,52682.92,C1048551185,0.0,0.0,M28348979,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
3952840,3952840,287,PAYMENT,14487.68,C962624719,5528.0,0.0,M1130386058,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
2540497,2540497,206,CASH_IN,399011.76,C102109539,7215114.24,7614126.0,C1277315331,505666.33,106654.57,0,0,not equal,error,error,C-C,less than a month
1211124,1211124,133,PAYMENT,70.21,C250970989,994.0,923.79,M1751516941,0.0,0.0,0,0,not equal,error,error,C-M,less than a week
1612777,1612777,156,CASH_OUT,34600.82,C100085817,0.0,0.0,C530010244,3843294.77,3877895.59,0,0,not equal,error,error,C-C,less than a week
1972886,1972886,178,CASH_IN,206092.91,C433482223,674.0,206766.91,C2019435917,128507.65,0.0,0,0,not equal,error,error,C-C,less than a month
5426692,5426692,378,PAYMENT,11360.51,C83604904,10977.0,0.0,M394322912,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
466887,466887,19,PAYMENT,14290.27,C2098831567,111507.36,97217.09,M211865993,0.0,0.0,0,0,not equal,error,error,C-M,less than one day
510032,510032,20,CASH_IN,247688.28,C866353830,72184.0,319872.28,C1412412991,198064.45,0.0,0,0,not equal,error,error,C-C,less than one day
54513,54513,9,PAYMENT,1011.46,C282699614,0.0,0.0,M845666705,0.0,0.0,0,0,not equal,error,error,C-M,less than one day
3308502,3308502,252,CASH_OUT,64158.86,C1398450108,0.0,0.0,C1000300942,664132.92,728291.78,0,0,not equal,error,error,C-C,less than a month
5454753,5454753,379,PAYMENT,11509.73,C204784966,10822.0,0.0,M198568914,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
1979824,1979824,179,PAYMENT,13738.81,C914083274,0.0,0.0,M979242919,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
3245085,3245085,250,CASH_IN,266924.55,C1185893046,42120.0,309044.55,C104124111,7192941.45,6926016.9,0,0,not equal,error,error,C-C,less than a month
5307940,5307940,373,CASH_OUT,438446.23,C2015129535,0.0,0.0,C803280814,772595.62,1211041.85,0,0,not equal,error,error,C-C,less than a month
556698,556698,22,PAYMENT,14694.78,C516544272,0.0,0.0,M178519065,0.0,0.0,0,0,not equal,error,error,C-M,less than one day
4362585,4362585,310,PAYMENT,12394.78,C2063408654,0.0,0.0,M1758594293,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
4968508,4968508,351,PAYMENT,13192.9,C1326567317,0.0,0.0,M87335547,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
1608920,1608920,156,TRANSFER,511054.0,C2082007586,0.0,0.0,C169456050,566173.97,1077227.97,0,0,not equal,error,no error,C-C,less than a week
3116403,3116403,236,PAYMENT,822.2,C803100213,53781.82,52959.62,M1604280233,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
810709,810709,40,CASH_IN,168954.15,C180095924,4853471.0,5022425.15,C1418428700,615990.0,447035.86,0,0,not equal,error,error,C-C,less than a week
6090471,6090471,522,CASH_OUT,377359.97,C779938533,0.0,0.0,C187535622,621724.83,999084.81,0,0,not equal,error,error,C-C,less than a month
3072005,3072005,235,CASH_OUT,183725.76,C1578412148,0.0,0.0,C336836562,265889.8,449615.56,0,0,not equal,error,no error,C-C,less than a month
1643656,1643656,157,CASH_OUT,108850.85,C2118108430,45828.0,0.0,C1339678445,8444849.62,8878807.89,0,0,not equal,error,error,C-C,less than a week
4542927,4542927,326,CASH_IN,207480.12,C829299702,2500650.49,2708130.61,C548592668,960808.4,753328.28,0,0,not equal,error,error,C-C,less than a month
3103979,3103979,235,PAYMENT,518.4,C2028701505,0.0,0.0,M1479714149,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
6286893,6286893,661,CASH_OUT,203159.54,C2107992661,22267.0,0.0,C1883769958,1708541.77,1911701.31,0,0,not equal,error,error,C-C,less than a month
792297,792297,40,PAYMENT,7965.86,C1248230253,0.0,0.0,M428028522,0.0,0.0,0,0,not equal,error,error,C-M,less than a week
1825659,1825659,163,CASH_OUT,356570.95,C257625007,0.0,0.0,C1014607150,7381889.96,8018245.38,0,0,not equal,error,error,C-C,less than a week
3684243,3684243,276,CASH_OUT,100575.28,C1305788464,24508.0,0.0,C1819908439,3173106.95,3273682.23,0,0,not equal,error,error,C-C,less than a month
5895974,5895974,403,CASH_IN,73012.48,C839050024,3494240.51,3567252.99,C362055541,220820.22,147807.74,0,0,not equal,error,error,C-C,less than a month
3218048,3218048,250,PAYMENT,18388.44,C284597193,334489.34,316100.9,M1100201801,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
606913,606913,34,CASH_OUT,41934.31,C553656548,0.0,0.0,C982944240,107886.0,176741.33,0,0,not equal,error,error,C-C,less than a week
3147184,3147184,236,PAYMENT,11293.3,C417784886,4251.0,0.0,M1763141847,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
2840212,2840212,226,CASH_IN,33128.5,C807024821,72813.0,105941.5,C1193030146,0.0,0.0,0,0,not equal,error,error,C-C,less than a month
4229352,4229352,306,CASH_IN,240727.04,C968379212,1595002.66,1835729.7,C1735718503,956124.24,715397.2,0,0,not equal,error,error,C-C,less than a month
4178770,4178770,304,CASH_IN,41529.05,C1567060082,150744.0,192273.05,C301976441,149875.2,108346.15,0,0,not equal,error,error,C-C,less than a month
1934488,1934488,177,CASH_OUT,183180.26,C1207036885,6205.0,0.0,C1990872265,0.0,183180.26,0,0,not equal,error,no error,C-C,less than a month
104928,104928,10,PAYMENT,16795.7,C709954363,11621.22,0.0,M226777665,0.0,0.0,0,0,not equal,error,error,C-M,less than one day
3614404,3614404,273,PAYMENT,1005.68,C1469498732,0.0,0.0,M672372984,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
4224603,4224603,306,CASH_OUT,152295.92,C827798487,22341.0,0.0,C445072310,40856.36,193152.28,0,0,not equal,error,error,C-C,less than a month
6296687,6296687,679,PAYMENT,10975.47,C1801793076,3253.34,0.0,M1391343064,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
4090869,4090869,301,PAYMENT,20948.96,C1642584377,0.0,0.0,M825336100,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
4066978,4066978,300,CASH_OUT,3730.52,C1951475302,11154.0,7423.48,C2060141265,0.0,3730.52,0,0,not equal,error,no error,C-C,less than a month
5937051,5937051,404,CASH_OUT,25226.38,C600651661,40070.0,14843.62,C374023887,158816.99,184043.37,0,0,not equal,error,error,C-C,less than a month
5067004,5067004,354,PAYMENT,7438.4,C1791056853,0.0,0.0,M1176211591,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
2262118,2262118,187,CASH_OUT,29829.04,C1150376287,118868.0,89038.96,C108939840,0.0,29829.04,0,0,not equal,error,no error,C-C,less than a month
4805435,4805435,346,TRANSFER,1333228.74,C1051203894,0.0,0.0,C806929811,8737307.5,10070536.24,0,0,not equal,error,error,C-C,less than a month
3365322,3365322,254,PAYMENT,11440.17,C637570885,49554.0,38113.83,M699289063,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
464722,464722,19,PAYMENT,22697.87,C829028728,251702.8,229004.93,M988838750,0.0,0.0,0,0,not equal,error,error,C-M,less than one day
3073573,3073573,235,PAYMENT,5896.59,C1595509921,0.0,0.0,M695845347,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
3449426,3449426,257,PAYMENT,9514.57,C1265021897,0.0,0.0,M614916564,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
2295094,2295094,187,PAYMENT,1098.05,C799960711,0.0,0.0,M109109420,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
1878950,1878950,164,PAYMENT,17839.51,C1257761301,111426.14,93586.63,M223671079,0.0,0.0,0,0,not equal,error,error,C-M,less than a week
1835731,1835731,163,CASH_OUT,218578.53,C1371048798,20615.0,0.0,C1115136115,711007.84,808800.62,0,0,not equal,error,error,C-C,less than a week
192821,192821,13,CASH_OUT,109628.08,C217196995,110.0,0.0,C535264967,0.0,109628.08,0,0,not equal,error,no error,C-C,less than one day
4135274,4135274,303,PAYMENT,13495.19,C432058559,0.0,0.0,M1891082315,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
5747681,5747681,399,PAYMENT,48760.98,C738181105,14755.73,0.0,M1868762791,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
782908,782908,39,PAYMENT,4063.69,C900114234,0.0,0.0,M76155674,0.0,0.0,0,0,not equal,error,error,C-M,less than a week
5582983,5582983,393,CASH_OUT,474156.36,C788555208,99162.0,0.0,C1774744894,266833.71,740990.07,0,0,not equal,error,error,C-C,less than a month
5469686,5469686,379,CASH_OUT,161055.75,C1584025481,42512.0,0.0,C497046954,0.0,161055.75,0,0,not equal,error,no error,C-C,less than a month
3476598,3476598,258,PAYMENT,2390.33,C1009792419,0.0,0.0,M12450969,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
6182710,6182710,567,CASH_OUT,176955.06,C1290208347,148516.0,0.0,C408237705,63904.35,240859.41,0,0,not equal,error,no error,C-C,less than a month
5657742,5657742,396,CASH_IN,312375.34,C1402033889,20422.0,332797.34,C507259252,491155.12,178779.78,0,0,not equal,error,error,C-C,less than a month
2599397,2599397,208,TRANSFER,199450.32,C2137311850,64489.23,0.0,C1103644879,342366.48,990662.72,0,0,not equal,error,error,C-C,less than a month
1462167,1462167,140,PAYMENT,4730.21,C1860429582,168824.0,164093.79,M1977941854,0.0,0.0,0,0,not equal,error,error,C-M,less than a week
4838438,4838438,347,CASH_OUT,260935.3,C772088156,0.0,0.0,C1402876271,306479.51,567414.8,0,0,not equal,error,error,C-C,less than a month
1300507,1300507,136,CASH_IN,261624.47,C1402479388,4377868.21,4639492.68,C185455237,905307.07,455978.5,0,0,not equal,error,error,C-C,less than a week
4997765,4997765,352,PAYMENT,14092.63,C1380985672,0.0,0.0,M1754619250,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
3717831,3717831,278,CASH_IN,17567.28,C1362036654,244195.93,261763.21,C1004893893,138402.76,120835.48,0,0,not equal,error,error,C-C,less than a month
3764996,3764996,279,CASH_OUT,72940.07,C1437111798,90435.0,17494.93,C744589162,126612.78,199552.86,0,0,not equal,no error,error,C-C,less than a month
1625121,1625121,157,CASH_OUT,1714.21,C197814910,10470.0,8755.79,C469398604,552372.02,554086.24,0,0,not equal,error,error,C-C,less than a week
6329674,6329674,690,TRANSFER,8877.04,C1367922665,0.0,0.0,C2042993512,6347447.57,6356324.61,0,0,not equal,error,error,C-C,less than a month
4977464,4977464,352,CASH_OUT,144197.74,C2103919817,0.0,0.0,C1039915315,285611.74,429809.48,0,0,not equal,error,no error,C-C,less than a month
5828360,5828360,402,CASH_OUT,111486.92,C1884520605,0.0,0.0,C1218379746,443578.01,1241318.37,0,0,not equal,error,error,C-C,less than a month
1142934,1142934,131,TRANSFER,277902.91,C2141494589,0.0,0.0,C1720725342,904388.58,1182291.49,0,0,not equal,error,error,C-C,less than a week
1119337,1119337,130,CASH_OUT,494675.0,C125414186,40133.0,0.0,C233959420,0.0,494675.0,0,0,not equal,error,no error,C-C,less than a week
4427324,4427324,322,CASH_OUT,452175.74,C328264602,6177.0,0.0,C1000862402,67214.25,519389.99,0,0,not equal,error,no error,C-C,less than a month
1250110,1250110,134,CASH_OUT,337739.85,C641265775,12027.0,0.0,C1575470931,825844.91,1163584.76,0,0,not equal,error,no error,C-C,less than a week
3978515,3978515,297,CASH_IN,317800.36,C1318540401,964753.32,1282553.67,C824369531,2473735.52,2155935.16,0,0,not equal,error,error,C-C,less than a month
2924739,2924739,229,PAYMENT,4943.31,C2118755830,0.0,0.0,M1411844586,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
4278392,4278392,307,CASH_OUT,146602.67,C1777631783,6001.0,0.0,C377751937,0.0,146602.67,0,0,not equal,error,no error,C-C,less than a month
3930196,3930196,285,PAYMENT,9742.53,C1162740723,31454.81,21712.28,M1057876860,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
5026763,5026763,353,CASH_IN,252663.02,C284964186,4567741.43,4820404.45,C116079381,1998814.32,1746151.31,0,0,not equal,error,error,C-C,less than a month
1982779,1982779,179,PAYMENT,1158.83,C1665338819,0.0,0.0,M1212182329,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
5847269,5847269,402,CASH_OUT,266122.14,C2102540464,205239.0,0.0,C1236158871,1212546.11,1478668.26,0,0,not equal,error,error,C-C,less than a month
2999805,2999805,232,CASH_OUT,67061.43,C1436905567,0.0,0.0,C1762099168,89975.7,157037.13,0,0,not equal,error,error,C-C,less than a month
845685,845685,41,CASH_OUT,92327.49,C2029402991,0.0,0.0,C281200811,3341594.02,3433921.51,0,0,not equal,error,error,C-C,less than a week
5546788,5546788,382,CASH_IN,78771.37,C798593446,106380.0,185151.37,C1776908507,0.0,0.0,0,0,not equal,error,error,C-C,less than a month
2255264,2255264,187,PAYMENT,13885.94,C175853204,29736.0,15850.06,M1205790037,0.0,0.0,0,0,not equal,no error,error,C-M,less than a month
3779697,3779697,280,CASH_OUT,36371.15,C738076802,41325.0,4953.85,C287728788,0.0,36371.15,0,0,not equal,no error,no error,C-C,less than a month
6048804,6048804,492,PAYMENT,60942.8,C393224889,5566.0,0.0,M1003116342,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
5486541,5486541,380,PAYMENT,560.02,C1644520384,30981.0,30420.98,M1657271,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
5442787,5442787,378,CASH_OUT,88784.89,C1039047936,51116.0,0.0,C1079975890,0.0,88784.89,0,0,not equal,error,no error,C-C,less than a month
3060703,3060703,234,CASH_IN,45007.38,C1793012562,21382.0,66389.38,C386399727,41194.57,0.0,0,0,not equal,error,error,C-C,less than a month
4754793,4754793,333,CASH_OUT,3555.47,C1887911875,99891.0,96335.53,C1242876644,16699.69,20255.16,0,0,not equal,error,error,C-C,less than a month
3187791,3187791,240,PAYMENT,17977.22,C2017343141,720563.99,702586.77,M643404068,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
5496655,5496655,380,CASH_OUT,171048.54,C1802864139,140843.0,0.0,C1968237012,7632229.87,7803278.42,0,0,not equal,error,error,C-C,less than a month
5770923,5770923,400,PAYMENT,8521.49,C38382780,196.0,0.0,M831485823,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
4295125,4295125,307,CASH_OUT,196418.72,C774481085,0.0,0.0,C279295365,887511.44,1083930.17,0,0,not equal,error,error,C-C,less than a month
6361437,6361437,718,PAYMENT,7914.01,C1150906854,20515.0,12600.99,M1368676165,0.0,0.0,0,0,not equal,no error,error,C-M,less than a month
3007161,3007161,232,PAYMENT,27400.28,C1820097437,4523.0,0.0,M1225311901,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
5427742,5427742,378,PAYMENT,17470.49,C1581187987,339964.93,322494.44,M478356289,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
3868967,3868967,283,TRANSFER,2800502.06,C1782258891,0.0,0.0,C356533573,5980748.81,8993681.08,0,0,not equal,error,error,C-C,less than a month
5549137,5549137,382,PAYMENT,1056.16,C527133332,20980.0,19923.84,M1678812792,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
367847,367847,17,CASH_OUT,95352.96,C683525814,25941.0,0.0,C1301091274,0.0,95352.96,0,0,not equal,error,no error,C-C,less than one day
3957820,3957820,288,PAYMENT,29351.82,C1001251702,64408.0,35056.18,M1205874757,0.0,0.0,0,0,not equal,no error,error,C-M,less than a month
3745736,3745736,279,CASH_IN,256832.18,C629857920,4757793.5,5014625.68,C1228111370,1044201.07,787368.89,0,0,not equal,error,error,C-C,less than a month
3130472,3130472,236,CASH_IN,321700.77,C137818773,18081.0,339781.77,C628872504,0.0,0.0,0,0,not equal,error,error,C-C,less than a month
4241333,4241333,306,CASH_OUT,249701.91,C2079995163,68279.0,0.0,C1550822952,236587.83,486289.74,0,0,not equal,error,no error,C-C,less than a month
1852645,1852645,164,CASH_IN,218199.87,C146985534,86312.0,304511.87,C23885859,262433.26,44233.39,0,0,not equal,error,error,C-C,less than a week
157914,157914,12,CASH_OUT,107107.64,C571718313,281944.61,174836.97,C1426855526,183802.02,353059.93,0,0,not equal,error,error,C-C,less than one day
4055179,4055179,300,PAYMENT,36660.31,C1601906106,562776.0,526115.69,M923531591,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
1409358,1409358,139,CASH_IN,222920.97,C183984756,5985337.77,6208258.74,C1519661273,243992.0,21071.03,0,0,not equal,error,error,C-C,less than a week
119067,119067,11,CASH_OUT,40371.56,C2116697030,0.0,0.0,C1354952534,4742144.94,4857388.87,0,0,not equal,error,error,C-C,less than one day
4097666,4097666,301,CASH_OUT,290322.74,C1980211746,104.0,0.0,C972477992,0.0,290322.74,0,0,not equal,error,no error,C-C,less than a month
5879739,5879739,403,CASH_OUT,109690.67,C774940732,121657.0,11966.33,C2099928260,0.0,109690.67,0,0,not equal,no error,no error,C-C,less than a month
4951004,4951004,351,CASH_IN,126602.15,C322876793,6559390.91,6685993.06,C1201982562,2234268.54,2107666.39,0,0,not equal,error,error,C-C,less than a month
319221,319221,16,CASH_IN,141552.88,C839059272,11891021.4,12032574.29,C1381519256,910120.84,768567.95,0,0,not equal,error,error,C-C,less than one day
1721079,1721079,160,CASH_IN,202639.7,C808328785,2830238.63,3032878.33,C2087047558,894084.33,691444.63,0,0,not equal,error,error,C-C,less than a week
3538379,3538379,260,CASH_IN,167929.94,C1664692340,7870.0,175799.94,C762107037,0.0,0.0,0,0,not equal,error,error,C-C,less than a month
5506781,5506781,380,PAYMENT,13545.69,C234784355,199717.0,186171.31,M294724119,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
1199558,1199558,133,TRANSFER,119085.62,C1711496562,0.0,0.0,C2146610568,7873901.6,7992987.22,0,0,not equal,error,error,C-C,less than a week
538729,538729,21,PAYMENT,3534.33,C884317451,987.0,0.0,M630585803,0.0,0.0,0,0,not equal,error,error,C-M,less than one day
5061899,5061899,354,CASH_IN,237216.94,C1837713482,2033.0,239249.94,C1913639653,531031.08,276536.11,0,0,not equal,error,error,C-C,less than a month
2502362,2502362,204,PAYMENT,9866.65,C739993901,0.0,0.0,M1103243135,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
5298928,5298928,373,PAYMENT,10809.72,C1335935063,0.0,0.0,M1962865890,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
4040932,4040932,299,CASH_IN,130824.17,C159939838,86392.0,217216.17,C158799754,0.0,0.0,0,0,not equal,error,error,C-C,less than a month
1299451,1299451,136,PAYMENT,29456.9,C2045582819,294625.19,265168.29,M538018839,0.0,0.0,0,0,not equal,error,error,C-M,less than a week
907853,907853,43,CASH_OUT,182620.13,C201127282,51875.0,0.0,C808476081,0.0,108345.95,0,0,not equal,error,error,C-C,less than a week
3502457,3502457,259,PAYMENT,10052.26,C1720289065,190950.54,180898.28,M1590949124,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
4675531,4675531,331,CASH_OUT,150764.62,C657452223,200042.0,49277.38,C1189557274,522205.51,672970.14,0,0,not equal,no error,error,C-C,less than a month
1401155,1401155,139,PAYMENT,1352.21,C2011685882,0.0,0.0,M1916058893,0.0,0.0,0,0,not equal,error,error,C-M,less than a week
1971807,1971807,178,CASH_OUT,294982.08,C1575689809,629.0,0.0,C838428216,422015.51,716997.59,0,0,not equal,error,error,C-C,less than a month
885994,885994,42,TRANSFER,810336.74,C1119512874,10588.0,0.0,C287985544,0.0,810336.74,0,0,not equal,error,no error,C-C,less than a week
3361823,3361823,254,PAYMENT,12400.09,C543788124,9959.0,0.0,M2005206853,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
6334225,6334225,691,CASH_IN,278563.64,C2031423919,103430.0,381993.64,C96155238,593623.39,315059.76,0,0,not equal,error,error,C-C,less than a month
2338681,2338681,189,CASH_OUT,130170.27,C1474468243,21226.0,0.0,C219009582,0.0,130170.27,0,0,not equal,error,no error,C-C,less than a month
1974590,1974590,178,PAYMENT,7096.92,C120564286,0.0,0.0,M500037056,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
146184,146184,12,PAYMENT,722.39,C459463802,153557.19,152834.8,M1823681786,0.0,0.0,0,0,not equal,error,error,C-M,less than one day
1230327,1230327,133,CASH_OUT,362607.87,C1946439893,0.0,0.0,C263577281,7251958.01,7614565.88,0,0,not equal,error,error,C-C,less than a week
2714572,2714572,211,PAYMENT,4479.53,C15457303,0.0,0.0,M85929160,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
3476424,3476424,258,CASH_OUT,36153.78,C1840767222,0.0,0.0,C209154217,163143.2,199296.99,0,0,not equal,error,error,C-C,less than a month
6120160,6120160,538,CASH_OUT,199668.02,C398545800,72568.57,0.0,C1213772193,991055.78,1190723.8,0,0,not equal,error,error,C-C,less than a month
5180211,5180211,359,PAYMENT,3731.81,C1173644981,2071.0,0.0,M1665384813,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
4778393,4778393,335,PAYMENT,28499.93,C1487636973,88154.0,59654.08,M51932504,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
125738,125738,11,PAYMENT,5734.27,C165792570,145.0,0.0,M1415068569,0.0,0.0,0,0,not equal,error,error,C-M,less than one day
278763,278763,15,CASH_OUT,65422.45,C1422616769,0.0,0.0,C1776075081,273212.84,460563.37,0,0,not equal,error,error,C-C,less than one day
1407817,1407817,139,CASH_IN,66067.91,C405010627,3833285.5,3899353.41,C276629171,353629.99,287562.07,0,0,not equal,error,error,C-C,less than a week
2729894,2729894,212,CASH_IN,429049.12,C436740091,3947472.09,4376521.21,C1250599907,1451822.81,1022773.69,0,0,not equal,error,error,C-C,less than a month
35472,35472,9,CASH_IN,46987.4,C1501681891,3218467.87,3265455.27,C1417218664,130147.0,1424229.51,0,0,not equal,error,error,C-C,less than one day
370227,370227,17,CASH_OUT,27271.51,C1022507592,0.0,0.0,C947126193,2923178.67,2699207.8,0,0,not equal,error,error,C-C,less than one day
1866348,1866348,164,PAYMENT,8360.09,C296205118,8643.0,282.91,M1191142738,0.0,0.0,0,0,not equal,no error,error,C-M,less than a week
3387752,3387752,255,PAYMENT,9769.34,C125077901,6023.0,0.0,M786104135,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
6143997,6143997,545,CASH_IN,177781.02,C902371771,1636510.69,1814291.71,C729794428,1318306.5,1140525.48,0,0,not equal,error,error,C-C,less than a month
5152872,5152872,357,CASH_IN,33280.47,C183888263,31817.0,65097.47,C329068840,52357.88,19077.41,0,0,not equal,error,error,C-C,less than a month
4911935,4911935,349,CASH_OUT,95552.91,C370949206,2558.0,0.0,C1849387648,157437.09,252989.99,0,0,not equal,error,error,C-C,less than a month
4864068,4864068,348,CASH_OUT,240610.48,C1670915203,0.0,0.0,C372085443,470443.58,711054.06,0,0,not equal,error,error,C-C,less than a month
2606109,2606109,208,PAYMENT,14172.41,C2061176932,0.0,0.0,M511849530,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
4919063,4919063,350,CASH_IN,459228.19,C1733402124,36867.0,496095.19,C614104997,4660116.6,4200888.41,0,0,not equal,error,error,C-C,less than a month
298040,298040,15,CASH_IN,85954.05,C307456890,557212.18,643166.24,C402790615,145025.24,59071.19,0,0,not equal,error,error,C-C,less than one day
2147067,2147067,184,TRANSFER,781229.65,C1300210526,0.0,0.0,C1339712455,1027805.89,1809035.55,0,0,not equal,error,error,C-C,less than a month
106982,106982,10,CASH_OUT,409649.48,C993670837,111197.0,0.0,C635923763,1270915.71,2108985.61,0,0,not equal,error,error,C-C,less than one day
3146361,3146361,236,CASH_OUT,37691.9,C1898473863,0.0,0.0,C832655051,782062.64,819754.54,0,0,not equal,error,error,C-C,less than a month
3400909,3400909,255,PAYMENT,6504.33,C2052335834,20518.0,14013.67,M355234512,0.0,0.0,0,0,not equal,no error,error,C-M,less than a month
